20,5000,2,2500,2500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,pop1,pop2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0014","pop1","496","506","501","500","493","492","501","498","501","507","492","491","495","498","506","505","506","503","506","497","505","498","501","501","502","502","497","494","499","497","505","499","494","496","492","504","499","499","496","496"
"0015","pop1","501","500","500","499","492","502","502","500","497","494","492","496","500","501","510","501","504","499","499","492","504","494","502","502","504","505","492","492","501","500","507","506","493","494","503","504","497","497","494","496"
"0016","pop1","504","506","502","502","493","504","501","500","506","494","495","493","495","501","510","509","504","503","500","498","495","503","502","498","499","503","493","491","501","499","499","501","493","493","504","501","497","494","497","497"
"0017","pop1","504","500","501","496","505","494","501","502","497","491","492","492","495","498","506","503","499","509","506","495","496","498","501","500","503","505","494","492","501","499","504","501","492","497","503","494","497","504","494","496"
"0018","pop1","504","492","501","499","496","503","498","495","493","506","495","494","492","501","504","509","505","504","494","500","504","496","508","507","497","502","493","492","499","498","503","500","494","494","503","493","502","503","495","495"
"0019","pop1","496","495","500","496","505","494","500","497","506","504","495","495","497","492","504","498","498","503","499","496","495","494","502","506","496","498","494","491","501","506","502","502","493","493","503","491","498","496","495","496"
"0020","pop1","504","499","501","500","494","503","501","501","498","507","494","496","500","497","492","503","504","499","500","498","495","495","501","500","500","498","492","492","499","508","501","501","493","492","493","504","498","506","495","495"
"0021","pop1","501","501","500","502","491","495","499","501","497","496","493","494","495","495","499","505","503","501","493","497","502","496","500","504","502","508","492","491","499","507","500","498","494","492","503","492","499","504","495","496"
"0022","pop1","492","505","499","499","493","504","502","498","500","504","493","502","497","501","504","509","505","504","492","494","495","505","508","498","500","502","493","494","501","498","506","501","493","493","503","502","497","498","496","496"
"0023","pop1","504","506","501","499","505","492","502","500","506","505","495","497","500","495","500","509","502","494","499","492","503","502","508","504","496","505","494","491","500","499","503","503","493","493","503","494","500","499","493","498"
"0024","pop1","503","505","501","500","493","494","502","502","493","506","495","496","500","495","505","501","507","499","492","491","495","502","501","498","499","504","497","492","500","500","499","499","491","493","493","494","503","501","495","501"
"0025","pop1","501","500","500","491","505","498","499","502","506","494","492","495","494","495","491","510","506","509","501","493","505","499","501","498","504","507","496","494","500","503","503","499","491","493","493","504","503","501","494","495"
"0026","pop1","501","494","499","498","493","496","501","502","506","504","495","502","496","496","492","504","504","501","499","491","502","496","501","497","499","504","496","491","499","507","502","500","493","492","492","504","503","504","495","500"
"0027","pop1","500","500","500","500","504","491","499","502","497","500","492","491","494","494","503","509","505","508","493","500","503","496","501","497","498","498","493","492","500","499","502","505","492","496","493","501","496","495","495","498"
"0028","pop1","503","505","500","499","492","499","504","503","495","505","492","492","494","494","510","501","502","506","500","498","503","502","501","509","500","506","493","493","501","499","500","500","493","494","494","494","497","503","495","503"
"0029","pop1","501","505","499","492","502","502","502","495","506","494","492","493","495","492","509","493","502","506","492","498","504","494","503","509","499","503","492","491","506","498","507","509","493","493","493","495","497","498","495","497"
"0030","pop1","500","499","500","499","502","503","499","501","494","504","493","493","496","498","492","509","501","495","501","493","504","494","500","508","500","496","497","492","500","498","499","510","493","493","491","504","497","500","494","496"
"0031","pop1","503","500","501","500","493","502","498","500","501","493","495","491","499","501","510","510","507","496","499","497","504","505","498","497","500","496","492","492","500","509","503","503","493","494","503","495","503","500","495","495"
"0032","pop1","501","499","499","499","494","501","495","503","496","494","492","493","500","498","491","510","505","502","493","494","504","502","498","497","498","498","492","495","500","499","502","501","493","494","494","502","503","501","496","496"
"0033","pop1","504","498","500","500","504","495","502","495","497","500","492","497","494","493","496","501","505","504","499","499","504","501","502","498","504","504","493","496","506","499","503","501","491","493","503","504","502","503","495","503"
"0034","pop1","500","499","501","497","494","496","501","497","493","505","497","496","496","498","502","509","507","498","493","494","504","503","502","507","506","503","493","493","502","497","503","501","493","495","503","504","505","504","495","496"
"0035","pop1","504","503","501","500","491","501","499","502","501","507","495","497","496","496","504","510","505","508","492","492","495","498","499","498","503","502","496","496","499","502","503","502","493","496","503","494","497","498","495","498"
"0036","pop1","504","500","497","493","494","494","501","498","497","500","495","503","495","498","506","501","504","493","492","498","503","502","501","503","495","502","492","492","506","498","503","506","493","494","493","492","497","498","494","495"
"0037","pop1","496","506","500","502","494","499","502","500","500","503","495","495","497","498","509","493","504","504","499","494","503","503","499","504","504","507","493","494","500","498","503","500","494","492","504","495","505","499","494","492"
"0038","pop1","503","492","501","501","494","503","500","504","495","494","493","496","497","497","495","503","502","508","493","492","495","503","508","502","502","498","497","493","501","498","502","498","494","494","503","493","502","496","494","493"
"0039","pop1","496","494","496","502","492","503","502","502","496","503","492","497","500","496","506","493","504","507","499","493","504","495","508","505","500","503","492","491","499","499","503","502","493","493","503","494","497","497","495","496"
"0040","pop1","502","498","501","498","505","494","499","499","507","491","493","498","496","498","494","494","507","494","496","492","503","502","500","499","499","497","496","491","500","502","508","501","492","497","493","504","497","501","493","496"
"0041","pop1","504","503","499","491","494","498","501","502","497","503","493","498","495","495","500","509","502","498","495","494","505","499","499","499","496","494","496","494","501","508","508","502","492","497","492","495","505","504","496","496"
"0042","pop1","504","501","500","500","492","498","501","501","493","496","493","502","495","498","507","500","506","508","499","492","501","503","499","497","500","496","493","491","499","498","500","505","493","492","504","494","502","499","495","498"
"0043","pop1","501","500","500","491","501","503","499","501","501","501","493","499","494","500","504","491","504","507","499","495","504","493","503","507","504","505","492","495","500","498","507","504","493","494","504","504","502","503","494","495"
"0044","pop1","505","499","491","491","492","501","501","498","493","498","495","494","494","503","510","510","504","496","494","500","504","505","500","505","500","498","493","492","500","503","507","504","493","492","503","503","501","504","494","492"
"0045","pop1","504","503","499","498","492","495","499","497","501","495","493","499","492","501","505","510","504","498","495","498","505","505","502","499","499","498","493","496","499","499","503","503","494","492","504","495","503","499","494","495"
"0046","pop1","504","494","499","492","492","502","498","497","506","494","493","498","496","496","499","505","504","494","497","498","505","502","500","502","500","503","493","493","501","500","500","500","492","497","493","492","498","498","495","491"
"0047","pop1","506","498","500","499","502","503","501","502","497","506","494","501","495","498","505","503","505","508","499","492","504","494","499","504","503","494","494","491","499","499","503","499","493","494","503","495","497","503","493","496"
"0048","pop1","506","503","501","498","492","504","502","498","497","505","492","498","495","497","491","491","508","508","501","494","496","496","507","497","504","504","493","493","502","498","499","499","491","495","494","494","502","496","491","496"
"0049","pop1","501","502","500","502","492","503","501","496","493","494","492","493","500","492","505","508","505","509","493","495","495","505","502","502","500","502","497","493","500","504","504","499","493","498","503","493","497","494","495","497"
"0050","pop1","496","492","500","497","496","495","502","496","506","506","492","493","497","496","494","496","504","507","499","496","502","494","501","505","499","498","493","494","501","499","503","507","494","492","503","493","498","498","497","493"
"0051","pop1","504","494","500","492","492","496","501","500","497","498","492","493","500","498","495","491","502","509","499","504","502","498","497","505","506","498","496","492","499","502","502","499","497","497","503","503","497","504","494","494"
"0052","pop1","504","499","496","499","494","496","501","498","496","504","493","494","500","498","509","493","505","499","499","491","502","506","509","505","504","503","493","493","500","499","499","506","491","495","492","495","496","494","496","499"
"0053","pop1","504","504","502","493","492","504","503","503","497","493","502","501","494","499","499","499","504","509","493","498","503","494","501","508","500","504","493","496","506","506","503","498","493","497","493","494","502","503","497","498"
"0054","pop1","501","500","496","499","494","501","499","504","493","498","492","491","497","496","499","509","505","509","501","491","503","503","500","508","503","502","493","494","499","499","503","502","494","495","492","504","497","497","494","495"
"0055","pop1","492","492","501","499","505","494","501","498","497","494","492","496","495","496","505","500","504","494","500","498","495","502","499","499","496","502","496","492","502","503","504","499","497","497","503","491","499","499","495","495"
"0056","pop1","501","500","500","498","501","503","502","502","506","507","491","498","497","497","506","493","504","499","497","498","504","505","502","506","502","498","493","498","500","506","502","498","493","496","493","504","502","498","495","496"
"0057","pop1","504","506","500","499","495","495","502","500","497","498","492","492","496","498","503","509","505","507","499","503","504","503","505","510","506","502","493","491","500","499","502","505","496","498","503","498","497","501","494","495"
"0058","pop1","505","499","500","498","492","492","501","502","498","494","492","493","500","498","510","509","509","493","501","492","495","495","501","505","506","498","493","496","506","502","503","500","494","492","493","494","502","498","494","495"
"0059","pop1","507","499","500","499","505","504","501","502","501","505","492","497","494","500","506","510","505","506","495","497","495","494","502","504","500","505","496","491","501","499","500","500","493","494","493","494","497","503","495","497"
"0060","pop1","501","500","496","499","505","492","495","500","498","494","492","494","502","496","506","500","504","506","493","495","498","500","501","498","499","502","496","492","501","499","506","501","493","494","496","495","497","498","495","498"
"0061","pop1","504","492","500","498","492","504","498","503","501","493","492","495","497","496","499","508","504","504","491","504","495","503","500","505","504","503","496","495","500","500","502","500","493","492","492","502","502","503","494","503"
"0062","pop1","496","502","500","498","492","499","501","501","506","494","492","494","500","500","504","510","508","497","499","498","504","495","501","499","506","504","493","491","501","499","500","500","494","492","504","496","496","499","496","501"
"0063","pop1","504","506","500","502","492","495","498","503","501","506","493","496","495","497","491","510","504","502","499","491","504","495","501","497","500","503","496","491","500","499","503","504","493","494","503","503","502","498","494","492"
"0064","pop1","502","497","501","496","504","501","501","502","502","492","492","496","500","495","491","509","505","504","501","498","505","502","501","508","500","502","492","492","499","508","508","501","494","495","493","493","498","494","495","497"
"0065","pop1","506","499","500","492","493","501","501","502","506","495","492","492","500","495","503","509","499","494","494","491","504","496","501","504","500","500","493","491","500","506","504","510","493","494","493","494","498","494","497","492"
"0066","pop1","496","494","501","500","495","503","500","497","493","500","492","492","492","496","506","491","504","494","499","497","504","503","501","501","506","497","492","492","500","499","504","501","491","493","503","504","497","498","494","503"
"0067","pop1","502","505","499","498","491","491","500","497","495","507","492","493","495","495","510","500","504","509","494","498","495","495","502","499","499","496","493","494","499","498","503","499","493","495","503","493","497","503","495","499"
"0068","pop1","500","505","501","500","492","496","499","500","493","499","492","492","497","492","500","509","504","508","491","503","504","503","500","497","506","503","493","491","500","498","503","499","491","496","493","495","497","497","495","495"
"0069","pop1","504","503","501","499","502","503","499","500","505","505","495","493","496","498","505","509","494","494","495","497","504","505","498","505","499","498","497","492","501","500","500","504","493","493","491","493","497","497","495","496"
"0070","pop1","504","501","499","498","492","502","501","502","497","505","493","493","499","495","499","491","504","494","499","494","504","504","499","498","500","496","494","492","500","498","500","498","494","498","504","502","497","497","497","493"
"0071","pop1","501","502","496","496","494","502","501","502","495","507","492","496","499","497","505","509","505","507","492","497","493","497","499","498","499","503","493","492","501","507","503","503","493","494","503","504","501","501","501","499"
"0072","pop1","501","505","499","491","505","492","502","503","497","504","493","493","494","493","495","491","504","508","495","494","501","506","501","500","504","502","496","492","506","506","503","502","492","492","493","492","498","501","493","496"
"0073","pop1","504","504","499","499","494","503","499","498","495","498","495","496","497","496","510","500","505","508","497","491","505","502","502","505","504","501","492","491","500","498","503","501","493","496","503","493","497","499","495","496"
"0074","pop1","506","492","500","500","504","499","502","500","505","505","497","496","495","497","504","508","498","496","495","494","503","506","506","505","498","498","493","491","500","502","502","498","493","494","493","493","497","503","497","496"
"0075","pop1","506","500","500","499","494","504","502","498","506","506","492","493","497","496","499","508","504","509","495","492","501","494","502","499","500","504","497","492","506","499","502","500","493","494","504","494","497","503","494","501"
"0076","pop1","492","497","499","502","496","502","499","502","497","504","493","501","500","500","504","510","499","497","499","499","502","496","502","504","506","508","496","494","509","499","502","499","493","497","503","496","503","501","494","495"
"0077","pop1","502","492","496","499","492","499","498","500","495","507","492","496","500","499","510","493","505","504","499","498","504","504","499","506","503","494","494","492","501","499","500","498","496","498","492","494","502","497","494","495"
"0078","pop1","504","496","491","498","492","494","495","503","501","506","493","493","500","496","506","501","498","510","492","497","501","499","502","499","502","498","494","492","499","502","502","501","493","494","503","504","498","503","494","496"
"0079","pop1","501","501","500","502","492","502","501","502","496","505","494","501","500","501","509","493","504","506","494","491","504","495","502","499","499","502","496","491","500","500","499","501","494","497","493","493","497","504","494","495"
"0080","pop1","500","500","499","498","494","499","502","497","502","500","492","494","497","492","504","504","506","503","492","494","505","502","502","506","500","502","492","495","509","499","507","506","494","497","503","494","502","502","496","496"
"0081","pop1","496","506","496","498","492","494","502","502","501","500","492","498","497","501","505","510","507","508","493","492","495","494","501","508","502","502","493","494","500","499","500","500","494","495","491","492","498","503","495","495"
"0082","pop1","504","506","500","500","503","497","499","503","497","503","492","495","492","501","506","509","504","508","506","494","503","496","499","499","506","504","496","495","499","507","504","506","493","495","503","493","502","501","493","496"
"0083","pop1","503","502","500","499","506","499","501","502","506","494","493","494","500","495","505","509","502","494","492","491","504","494","499","498","496","498","493","492","500","506","502","507","493","496","493","495","498","504","498","498"
"0084","pop1","501","494","500","499","494","496","501","492","502","494","492","493","497","496","492","504","505","505","495","502","504","495","499","510","500","496","493","492","499","499","500","501","493","493","491","493","503","501","495","496"
"0085","pop1","501","494","500","491","502","497","502","498","506","504","502","501","500","497","499","501","505","504","492","500","502","496","502","507","499","502","493","498","499","498","503","503","494","496","503","494","498","498","495","496"
"0086","pop1","502","500","499","502","502","499","502","502","497","494","492","496","499","501","506","500","504","507","492","497","494","494","499","499","506","501","492","492","502","503","507","499","493","498","493","505","497","503","495","498"
"0087","pop1","496","506","500","500","494","502","503","492","497","500","492","494","494","495","492","493","507","494","498","491","495","503","501","503","500","500","493","491","500","500","508","500","491","494","493","495","503","503","494","497"
"0088","pop1","504","500","496","496","499","501","502","500","497","500","495","495","494","497","495","504","505","499","497","491","504","498","501","505","501","503","493","494","500","503","498","505","493","494","493","493","497","498","494","495"
"0089","pop1","501","505","497","497","492","502","502","495","493","505","495","493","500","496","510","493","504","506","499","499","503","505","509","504","499","499","494","492","500","506","502","504","492","495","503","502","498","501","497","499"
"0090","pop1","500","497","499","492","492","492","499","502","493","500","493","491","500","501","492","509","508","508","501","501","503","496","500","498","500","500","493","496","501","500","508","502","491","494","503","504","496","503","497","499"
"0091","pop1","504","500","501","497","499","498","499","497","496","496","493","502","494","492","506","501","506","508","493","491","503","503","503","498","506","502","493","496","506","507","503","500","491","494","491","502","499","499","494","496"
"0092","pop1","504","502","496","499","492","497","502","502","501","498","495","493","497","497","495","500","504","504","499","499","505","505","506","505","506","496","493","495","501","500","503","506","497","498","504","494","498","496","494","496"
"0093","pop1","504","501","501","499","503","497","501","502","497","494","494","496","500","500","505","505","504","508","495","497","501","505","508","505","503","507","493","496","499","503","503","503","493","496","504","494","502","497","497","499"
"0094","pop1","496","505","500","495","493","492","501","498","497","500","501","496","500","493","499","510","505","504","493","491","494","494","499","498","504","502","495","498","501","499","503","505","492","497","503","503","496","503","496","492"
"0095","pop1","496","502","501","499","496","502","499","498","497","505","495","491","500","497","491","509","504","502","494","494","504","503","502","499","504","503","492","491","499","499","498","506","493","494","503","492","499","499","493","496"
"0096","pop1","501","500","496","499","496","491","502","498","495","503","492","491","499","495","499","510","508","510","493","492","501","503","501","497","500","496","492","492","501","509","502","504","492","492","503","494","498","498","497","498"
"0097","pop1","501","501","501","500","492","501","499","502","495","505","492","496","494","497","510","500","508","508","492","497","495","493","502","506","499","507","493","492","501","501","503","504","491","493","503","504","498","503","495","496"
"0098","pop1","504","504","499","499","504","497","502","502","497","498","495","493","498","498","503","493","509","496","493","494","499","499","500","498","500","503","494","492","500","508","500","507","494","494","493","504","497","503","494","498"
"0099","pop1","506","494","500","499","495","503","499","502","506","503","492","491","498","493","491","496","508","508","494","498","495","494","501","502","500","500","492","492","501","498","503","500","492","498","503","495","497","503","496","502"
"0100","pop1","502","494","501","500","504","499","502","492","506","507","493","494","499","501","495","504","507","496","492","498","495","505","507","504","496","503","493","494","506","499","502","502","496","497","503","504","497","498","494","495"
"0101","pop1","496","501","499","498","494","498","498","500","493","494","492","493","499","496","509","493","505","503","497","498","495","503","508","508","499","503","493","493","499","497","502","500","492","495","503","493","502","499","503","506"
"0102","pop1","502","494","496","496","494","502","501","498","505","505","494","497","497","496","495","501","509","500","494","504","504","505","502","499","507","505","496","491","501","500","500","501","493","492","503","503","497","503","494","497"
"0103","pop1","496","492","496","499","493","502","501","502","496","491","502","496","494","497","510","509","508","508","499","494","502","494","500","508","504","503","492","492","499","499","503","503","491","497","493","492","498","496","495","500"
"0104","pop1","497","499","502","498","504","503","495","500","502","502","496","496","500","497","499","494","505","496","499","491","503","498","502","506","499","504","493","491","499","508","503","502","492","492","503","492","497","499","494","495"
"0105","pop1","504","504","501","498","492","496","499","500","501","491","495","494","496","501","492","491","498","494","492","494","494","494","501","505","504","496","493","491","508","502","500","499","493","492","503","492","503","501","496","496"
"0106","pop1","504","500","501","499","494","504","502","502","506","505","492","496","495","497","499","501","499","494","499","491","501","494","502","502","506","499","493","491","499","502","504","501","493","494","492","504","498","503","495","492"
"0107","pop1","506","507","500","502","493","502","501","498","497","495","492","494","502","493","491","501","504","509","492","498","504","494","509","499","506","502","493","496","506","499","502","507","494","494","503","493","498","503","496","496"
"0108","pop1","505","505","500","499","492","498","499","501","497","494","493","496","496","501","493","493","498","498","495","498","494","497","500","497","500","506","494","492","499","499","502","500","493","493","493","500","497","503","497","497"
"0109","pop1","506","494","500","496","494","496","501","500","501","500","495","495","498","501","499","509","504","499","494","500","503","503","508","502","505","494","494","492","500","499","502","498","494","492","503","493","503","500","494","495"
"0110","pop1","500","494","501","503","502","501","501","498","493","506","491","496","495","495","500","500","507","496","497","498","505","502","501","503","504","504","493","492","499","507","502","501","494","497","493","504","498","496","497","498"
"0111","pop1","503","493","499","499","492","502","501","502","497","498","495","496","497","498","505","500","505","508","495","496","502","497","499","499","496","498","492","495","502","497","502","500","491","494","492","504","497","497","496","503"
"0112","pop1","498","499","501","500","492","492","501","498","506","498","492","495","496","501","494","500","498","494","506","491","503","502","503","498","500","499","493","493","499","502","503","506","493","496","493","493","496","501","495","497"
"0113","pop1","504","500","500","499","496","503","501","501","502","507","492","495","497","498","507","501","504","508","499","491","494","496","502","505","500","498","493","496","500","508","502","504","492","498","493","494","502","503","493","496"
"0114","pop1","496","499","500","496","492","495","502","502","493","505","492","493","500","500","505","500","503","494","494","491","502","493","506","497","504","507","496","492","500","499","502","499","492","496","503","495","498","500","495","497"
"0115","pop1","506","501","500","498","506","503","499","502","493","505","492","495","497","496","492","510","505","504","499","494","503","497","509","499","505","505","493","494","499","499","500","500","494","495","503","491","498","496","497","496"
"0116","pop1","500","494","500","496","504","502","502","496","497","495","493","497","497","497","496","496","504","508","493","495","504","494","501","501","503","498","494","492","501","500","503","507","493","493","493","501","497","503","495","497"
"0117","pop1","504","499","501","501","492","494","499","497","493","493","492","493","497","497","506","501","505","504","494","494","505","505","500","503","503","502","494","491","500","497","503","500","491","496","493","492","497","498","495","497"
"0118","pop1","492","505","499","492","492","499","501","501","493","491","492","495","498","498","495","501","505","494","499","498","505","502","508","499","499","502","494","492","500","499","500","507","493","494","503","495","497","496","495","497"
"0119","pop1","492","500","500","500","493","496","501","502","497","498","492","495","494","496","505","509","505","499","499","495","498","493","502","497","506","502","493","492","500","503","502","499","493","493","491","504","502","502","495","493"
"0120","pop1","504","505","499","499","492","504","501","500","506","496","495","494","495","502","506","493","504","494","501","499","502","494","503","506","506","502","493","492","500","500","503","510","491","493","501","494","503","506","498","503"
"0121","pop1","504","500","499","499","492","500","502","498","497","497","492","498","494","495","505","493","504","503","493","500","494","496","500","506","503","503","492","495","500","509","507","499","494","494","505","500","497","496","497","497"
"0122","pop1","501","500","500","499","492","501","497","497","501","497","494","497","494","497","509","509","505","508","494","497","494","499","501","505","496","505","496","492","500","499","503","509","494","492","504","494","497","497","497","500"
"0123","pop1","492","494","500","498","494","495","501","503","493","494","493","493","495","498","499","499","504","499","492","494","495","500","501","508","506","497","492","492","500","499","500","507","493","494","491","504","497","501","494","495"
"0124","pop1","501","505","502","498","492","503","501","502","503","492","492","495","500","497","504","505","505","504","494","498","504","494","506","498","506","498","492","491","500","502","502","502","493","494","505","505","502","500","493","503"
"0125","pop1","496","500","496","498","493","495","499","500","492","499","492","497","499","497","503","510","506","508","492","494","495","494","501","508","500","505","497","494","501","502","500","504","494","496","503","503","502","501","495","492"
"0126","pop1","506","500","500","500","505","492","498","497","493","506","491","496","497","504","495","500","504","506","494","491","504","495","499","505","499","496","494","492","499","502","502","499","493","494","494","495","497","498","498","503"
"0127","pop1","504","499","500","498","492","492","502","498","495","505","491","496","498","493","504","509","505","504","499","492","504","502","501","505","500","504","494","494","499","502","502","506","493","494","503","504","497","505","495","497"
"0128","pop1","502","505","501","496","493","501","501","500","493","505","492","495","495","495","501","509","509","509","499","497","504","494","509","506","496","502","493","492","500","500","502","502","493","494","493","497","498","501","494","497"
"0129","pop1","504","507","500","497","492","500","501","501","493","496","491","496","494","495","510","500","504","504","493","494","504","495","499","498","500","498","493","495","500","499","500","500","493","496","504","494","497","501","494","495"
"0130","pop1","503","500","500","498","492","496","502","502","493","498","492","493","502","497","505","496","504","509","495","497","504","494","501","506","500","496","496","494","501","500","500","500","494","496","493","494","497","501","494","495"
"0131","pop1","501","500","501","500","494","500","502","495","501","498","493","502","498","498","510","510","507","494","495","494","503","493","503","497","500","503","493","495","500","500","500","507","494","492","503","494","494","504","494","495"
"0132","pop1","494","495","500","500","504","495","502","502","496","491","492","494","495","495","509","509","504","504","495","500","504","505","501","505","500","496","492","491","500","500","502","502","493","496","492","494","497","503","495","495"
"0133","pop1","492","492","501","500","492","492","496","491","506","498","495","496","500","492","499","508","504","508","496","492","495","503","499","497","500","496","493","492","508","502","499","506","493","495","494","502","497","497","495","495"
"0134","pop1","504","503","500","496","502","501","502","502","493","500","493","498","495","497","499","508","494","497","499","491","502","496","509","498","502","498","494","492","500","499","498","498","493","494","493","494","497","494","494","496"
"0135","pop1","496","492","499","497","502","503","499","502","493","505","495","493","499","496","504","493","509","503","494","502","504","497","508","502","504","496","491","495","499","508","503","506","494","497","503","494","498","503","497","497"
"0136","pop1","506","499","500","497","492","494","501","502","493","506","492","495","501","493","505","505","506","503","492","497","495","496","500","508","504","502","497","496","500","499","502","498","493","492","493","492","497","497","494","499"
"0137","pop1","501","505","500","492","505","502","499","502","497","504","495","494","497","496","491","500","507","497","492","497","502","506","501","503","500","499","497","492","500","498","500","506","493","494","492","504","502","496","495","495"
"0138","pop1","504","499","500","500","493","503","501","501","498","507","492","497","495","497","507","501","502","500","499","499","494","499","500","502","499","499","492","491","500","502","503","500","495","496","492","504","498","501","497","491"
"0139","pop1","504","505","500","499","493","493","501","500","498","504","492","493","497","496","506","509","509","494","499","491","503","494","501","499","506","496","493","496","499","499","503","501","494","496","494","500","502","503","495","496"
"0140","pop1","504","492","501","499","494","499","499","502","493","498","495","494","494","494","491","496","509","508","501","498","495","503","509","499","502","502","493","493","500","498","502","507","493","496","493","504","502","500","496","506"
"0141","pop1","501","508","501","499","504","501","500","503","506","494","492","493","497","501","510","498","494","496","492","494","504","495","509","502","502","498","493","492","500","499","502","500","494","492","503","491","503","503","497","501"
"0142","pop1","503","492","496","498","492","502","501","501","506","500","492","502","497","501","499","508","505","504","492","498","501","495","501","499","506","496","493","494","500","506","503","500","492","492","493","501","497","499","494","495"
"0143","pop1","503","492","500","499","505","505","501","501","497","494","492","502","494","500","494","496","507","509","497","502","503","505","501","497","499","496","493","494","501","499","508","503","491","494","503","493","502","497","495","496"
"0144","pop1","504","501","500","498","496","496","501","501","500","507","493","494","495","493","505","503","504","498","495","492","503","505","501","503","502","498","493","492","500","500","500","500","493","494","494","494","503","499","496","498"
"0145","pop1","504","501","499","502","495","503","501","501","497","498","492","492","497","496","505","510","504","504","501","494","495","503","509","502","503","497","493","493","499","498","502","500","491","493","503","505","497","495","494","497"
"0146","pop1","503","500","500","499","499","498","499","500","501","491","492","494","500","502","504","504","505","495","499","500","505","505","507","504","496","503","496","494","501","508","507","506","493","495","503","503","501","499","494","497"
"0147","pop1","494","499","500","499","505","494","502","502","493","494","493","499","500","497","502","501","504","504","497","491","495","503","502","502","503","507","493","495","499","507","503","500","494","492","504","494","503","499","497","497"
"0148","pop1","504","492","500","499","506","494","499","495","494","499","492","493","499","498","501","509","504","494","499","498","504","499","502","506","496","498","493","492","501","506","503","504","493","494","493","494","497","496","497","496"
"0149","pop1","497","505","499","502","499","501","499","502","496","498","497","498","494","501","501","509","505","505","492","494","505","496","502","502","495","498","493","496","500","499","500","507","493","496","503","494","502","500","497","506"
"0150","pop1","504","501","500","499","505","503","499","501","493","493","492","492","494","497","509","509","505","504","494","500","494","496","501","500","501","498","493","492","501","499","507","509","495","498","493","492","497","503","495","507"
"0151","pop1","494","505","501","499","499","500","502","496","495","494","492","494","496","498","504","502","504","499","497","498","495","494","501","499","503","505","496","492","500","502","500","500","491","494","493","493","497","497","495","496"
"0152","pop1","506","497","501","500","505","495","501","502","506","505","494","496","494","498","491","500","504","504","494","497","495","498","501","497","507","502","496","495","499","502","502","500","491","495","493","495","494","506","497","492"
"0153","pop1","507","491","500","496","493","492","501","497","493","494","492","496","497","501","504","500","509","508","506","492","499","499","500","509","502","498","493","492","500","508","502","502","493","495","503","492","499","506","494","495"
